"Step","lr_test: 1e-05 - train_loss","lr_test: 1e-05 - train_loss__MIN","lr_test: 1e-05 - train_loss__MAX","lr_test: 5e-05 - train_loss","lr_test: 5e-05 - train_loss__MIN","lr_test: 5e-05 - train_loss__MAX","lr_test: 0.0001 - train_loss","lr_test: 0.0001 - train_loss__MIN","lr_test: 0.0001 - train_loss__MAX","lr_test: 0.0005 - train_loss","lr_test: 0.0005 - train_loss__MIN","lr_test: 0.0005 - train_loss__MAX","lr_test: 0.001 - train_loss","lr_test: 0.001 - train_loss__MIN","lr_test: 0.001 - train_loss__MAX"
"90","-11.98511828651911","-11.98511828651911","-11.98511828651911","-12.001462610462044","-12.001462610462044","-12.001462610462044","-11.996867457522622","-11.996867457522622","-11.996867457522622","-11.98692151564586","-11.98692151564586","-11.98692151564586","-11.97940309741829","-11.97940309741829","-11.97940309741829"
"91","-11.986865128142924","-11.986865128142924","-11.986865128142924","-11.997059170203872","-11.997059170203872","-11.997059170203872","-12.002696894392182","-12.002696894392182","-12.002696894392182","-11.992325094681751","-11.992325094681751","-11.992325094681751","-11.98702587658846","-11.98702587658846","-11.98702587658846"
"92","-11.985900263243083","-11.985900263243083","-11.985900263243083","-11.996292705777325","-11.996292705777325","-11.996292705777325","-11.996014848540101","-11.996014848540101","-11.996014848540101","-11.993828387200077","-11.993828387200077","-11.993828387200077","-11.980735247648216","-11.980735247648216","-11.980735247648216"
"93","-11.99019135100932","-11.99019135100932","-11.99019135100932","-11.999201364155057","-11.999201364155057","-11.999201364155057","-12.003222948388208","-12.003222948388208","-12.003222948388208","-11.995063721379147","-11.995063721379147","-11.995063721379147","-11.980504953408543","-11.980504953408543","-11.980504953408543"
"94","-11.987044237837006","-11.987044237837006","-11.987044237837006","-11.999104680894296","-11.999104680894296","-11.999104680894296","-12.004988549630854","-12.004988549630854","-12.004988549630854","-11.995693822450276","-11.995693822450276","-11.995693822450276","-11.985426275036003","-11.985426275036003","-11.985426275036003"
"95","-11.984548822233949","-11.984548822233949","-11.984548822233949","-11.997769235055658","-11.997769235055658","-11.997769235055658","-12.0090820940235","-12.0090820940235","-12.0090820940235","-11.995521581625637","-11.995521581625637","-11.995521581625637","-11.99352076083799","-11.99352076083799","-11.99352076083799"
"96","-11.987145037590702","-11.987145037590702","-11.987145037590702","-12.004087496407424","-12.004087496407424","-12.004087496407424","-12.008192364173599","-12.008192364173599","-12.008192364173599","-11.981398051298118","-11.981398051298118","-11.981398051298118","-11.995799632012089","-11.995799632012089","-11.995799632012089"
"97","-11.988345798057846","-11.988345798057846","-11.988345798057846","-11.999919046329547","-11.999919046329547","-11.999919046329547","-12.009361943112143","-12.009361943112143","-12.009361943112143","-11.98021716105787","-11.98021716105787","-11.98021716105787","-12.001755557482756","-12.001755557482756","-12.001755557482756"
"98","-11.986966048614889","-11.986966048614889","-11.986966048614889","-11.998769132396843","-11.998769132396843","-11.998769132396843","-12.003594784796993","-12.003594784796993","-12.003594784796993","-11.982301518886905","-11.982301518886905","-11.982301518886905","-12.000689904901046","-12.000689904901046","-12.000689904901046"
"99","-11.985997296586822","-11.985997296586822","-11.985997296586822","-12.000785163686245","-12.000785163686245","-12.000785163686245","-12.000334763828713","-12.000334763828713","-12.000334763828713","-11.980533768859091","-11.980533768859091","-11.980533768859091","-11.995657208599622","-11.995657208599622","-11.995657208599622"
"100","-11.98701997346516","-11.98701997346516","-11.98701997346516","-11.998593414886088","-11.998593414886088","-11.998593414886088","-12.003341071213349","-12.003341071213349","-12.003341071213349","-11.975075202652171","-11.975075202652171","-11.975075202652171","-11.987935138654105","-11.987935138654105","-11.987935138654105"
"101","-11.990226033367689","-11.990226033367689","-11.990226033367689","-12.00069233133823","-12.00069233133823","-12.00069233133823","-12.008497045009952","-12.008497045009952","-12.008497045009952","-11.978650600095339","-11.978650600095339","-11.978650600095339","-11.96376828302311","-11.96376828302311","-11.96376828302311"
"102","-11.989221150362038","-11.989221150362038","-11.989221150362038","-11.998121877259846","-11.998121877259846","-11.998121877259846","-12.009215717074238","-12.009215717074238","-12.009215717074238","-11.961296588559694","-11.961296588559694","-11.961296588559694","-11.989450527142875","-11.989450527142875","-11.989450527142875"
"103","-11.988281455221056","-11.988281455221056","-11.988281455221056","-12.003442462486557","-12.003442462486557","-12.003442462486557","-12.006364363658276","-12.006364363658276","-12.006364363658276","-11.97551144225688","-11.97551144225688","-11.97551144225688","-11.99669891067698","-11.99669891067698","-11.99669891067698"
"104","-11.987029329130921","-11.987029329130921","-11.987029329130921","-12.000456979003134","-12.000456979003134","-12.000456979003134","-12.008341523665417","-12.008341523665417","-12.008341523665417","-11.989959873730623","-11.989959873730623","-11.989959873730623","-11.976123230366767","-11.976123230366767","-11.976123230366767"
"105","-11.987262762045559","-11.987262762045559","-11.987262762045559","-11.999514941927753","-11.999514941927753","-11.999514941927753","-12.002206705793549","-12.002206705793549","-12.002206705793549","-11.990195733082446","-11.990195733082446","-11.990195733082446","-11.978484153747559","-11.978484153747559","-11.978484153747559"
"106","-11.987200374844708","-11.987200374844708","-11.987200374844708","-12.00351491759095","-12.00351491759095","-12.00351491759095","-11.994848432420175","-11.994848432420175","-11.994848432420175","-11.991577498520478","-11.991577498520478","-11.991577498520478","-11.979064374030392","-11.979064374030392","-11.979064374030392"
"107","-11.990622592877738","-11.990622592877738","-11.990622592877738","-12.007723880719535","-12.007723880719535","-12.007723880719535","-11.997945664804194","-11.997945664804194","-11.997945664804194","-11.997192105160483","-11.997192105160483","-11.997192105160483","-11.989749256568619","-11.989749256568619","-11.989749256568619"
"108","-11.987883326373522","-11.987883326373522","-11.987883326373522","-12.003287906888165","-12.003287906888165","-12.003287906888165","-11.999268471440182","-11.999268471440182","-11.999268471440182","-11.999504137642775","-11.999504137642775","-11.999504137642775","-11.979417849190627","-11.979417849190627","-11.979417849190627"
"109","-11.989303999309298","-11.989303999309298","-11.989303999309298","-12.006253990945936","-12.006253990945936","-12.006253990945936","-12.002299006981186","-12.002299006981186","-12.002299006981186","-11.992756179616421","-11.992756179616421","-11.992756179616421","-11.985426588903499","-11.985426588903499","-11.985426588903499"
"110","-11.992715859714943","-11.992715859714943","-11.992715859714943","-12.00111984301217","-12.00111984301217","-12.00111984301217","-12.007582362694077","-12.007582362694077","-12.007582362694077","-11.990882161297376","-11.990882161297376","-11.990882161297376","-11.97894614255881","-11.97894614255881","-11.97894614255881"
"111","-11.988443434992924","-11.988443434992924","-11.988443434992924","-11.994378283054013","-11.994378283054013","-11.994378283054013","-12.009295391131051","-12.009295391131051","-12.009295391131051","-11.98725410654575","-11.98725410654575","-11.98725410654575","-11.981241165837154","-11.981241165837154","-11.981241165837154"
"112","-11.986715835861013","-11.986715835861013","-11.986715835861013","-11.999687581122677","-11.999687581122677","-11.999687581122677","-12.010683095907863","-12.010683095907863","-12.010683095907863","-11.988993354990512","-11.988993354990512","-11.988993354990512","-11.985751779773567","-11.985751779773567","-11.985751779773567"
"113","-11.99137117892881","-11.99137117892881","-11.99137117892881","-12.000445269331147","-12.000445269331147","-12.000445269331147","-12.010728232468232","-12.010728232468232","-12.010728232468232","-11.98039763486838","-11.98039763486838","-11.98039763486838","-11.987163410911077","-11.987163410911077","-11.987163410911077"
"114","-11.988890490954436","-11.988890490954436","-11.988890490954436","-12.000790692582916","-12.000790692582916","-12.000790692582916","-12.009117597266089","-12.009117597266089","-12.009117597266089","-11.983159934418111","-11.983159934418111","-11.983159934418111","-11.976802789712254","-11.976802789712254","-11.976802789712254"
"115","-11.990238334559187","-11.990238334559187","-11.990238334559187","-12.002876788755007","-12.002876788755007","-12.002876788755007","-12.008191338068322","-12.008191338068322","-12.008191338068322","-11.99245544626743","-11.99245544626743","-11.99245544626743","-11.980733654167079","-11.980733654167079","-11.980733654167079"
"116","-11.989313620555249","-11.989313620555249","-11.989313620555249","-12.003409228747405","-12.003409228747405","-12.003409228747405","-12.011274989647202","-12.011274989647202","-12.011274989647202","-11.987647189369685","-11.987647189369685","-11.987647189369685","-11.974236826353435","-11.974236826353435","-11.974236826353435"
"117","-11.991422556623627","-11.991422556623627","-11.991422556623627","-11.997333224815659","-11.997333224815659","-11.997333224815659","-12.000992569742323","-12.000992569742323","-12.000992569742323","-11.982979665828656","-11.982979665828656","-11.982979665828656","-11.989600266082377","-11.989600266082377","-11.989600266082377"
"118","-11.989799861666523","-11.989799861666523","-11.989799861666523","-11.997507059121434","-11.997507059121434","-11.997507059121434","-11.999409156509593","-11.999409156509593","-11.999409156509593","-11.98233868804159","-11.98233868804159","-11.98233868804159","-11.995928800558742","-11.995928800558742","-11.995928800558742"
"119","-11.990899882739104","-11.990899882739104","-11.990899882739104","-12.003715418562104","-12.003715418562104","-12.003715418562104","-12.007076021991198","-12.007076021991198","-12.007076021991198","-11.985445565815214","-11.985445565815214","-11.985445565815214","-12.002389219742787","-12.002389219742787","-12.002389219742787"
"120","-11.989541283136681","-11.989541283136681","-11.989541283136681","-12.002988646302041","-12.002988646302041","-12.002988646302041","-12.000673088846327","-12.000673088846327","-12.000673088846327","-11.997393740883357","-11.997393740883357","-11.997393740883357","-12.001612276970585","-12.001612276970585","-12.001612276970585"
"121","-11.990201298194595","-11.990201298194595","-11.990201298194595","-12.004233444793314","-12.004233444793314","-12.004233444793314","-12.001917657972891","-12.001917657972891","-12.001917657972891","-12.000311537633968","-12.000311537633968","-12.000311537633968","-11.994860854329943","-11.994860854329943","-11.994860854329943"
"122","-11.993504596661918","-11.993504596661918","-11.993504596661918","-12.007193360147596","-12.007193360147596","-12.007193360147596","-12.006849228581295","-12.006849228581295","-12.006849228581295","-11.990356614318076","-11.990356614318076","-11.990356614318076","-12.002210943004753","-12.002210943004753","-12.002210943004753"
"123","-11.991795624358744","-11.991795624358744","-11.991795624358744","-12.00576893287369","-12.00576893287369","-12.00576893287369","-12.00948631914356","-12.00948631914356","-12.00948631914356","-11.996004225332525","-11.996004225332525","-11.996004225332525","-11.996188574199435","-11.996188574199435","-11.996188574199435"
"124","-11.990951055212866","-11.990951055212866","-11.990951055212866","-12.009195520908017","-12.009195520908017","-12.009195520908017","-12.008752943594244","-12.008752943594244","-12.008752943594244","-12.004311972026583","-12.004311972026583","-12.004311972026583","-11.997736315184001","-11.997736315184001","-11.997736315184001"
"125","-11.994153529782839","-11.994153529782839","-11.994153529782839","-12.005794223350815","-12.005794223350815","-12.005794223350815","-12.010992774480506","-12.010992774480506","-12.010992774480506","-12.007022266146503","-12.007022266146503","-12.007022266146503","-11.991651390172258","-11.991651390172258","-11.991651390172258"
"126","-11.994004201285447","-11.994004201285447","-11.994004201285447","-12.003392557554607","-12.003392557554607","-12.003392557554607","-12.011586309988287","-12.011586309988287","-12.011586309988287","-12.003855729404885","-12.003855729404885","-12.003855729404885","-11.978795220580283","-11.978795220580283","-11.978795220580283"
"127","-11.993398569807221","-11.993398569807221","-11.993398569807221","-12.004788640179212","-12.004788640179212","-12.004788640179212","-12.00185873538633","-12.00185873538633","-12.00185873538633","-12.00246558611906","-12.00246558611906","-12.00246558611906","-12.004496574401855","-12.004496574401855","-12.004496574401855"
"128","-11.995807539058637","-11.995807539058637","-11.995807539058637","-12.010264215590079","-12.010264215590079","-12.010264215590079","-12.0122984149788","-12.0122984149788","-12.0122984149788","-12.000219284733639","-12.000219284733639","-12.000219284733639","-11.992799239822581","-11.992799239822581","-11.992799239822581"
"129","-11.995688969575905","-11.995688969575905","-11.995688969575905","-12.003636963759796","-12.003636963759796","-12.003636963759796","-12.01317020609409","-12.01317020609409","-12.01317020609409","-11.997951097126249","-11.997951097126249","-11.997951097126249","-11.990128432648092","-11.990128432648092","-11.990128432648092"
"130","-11.993478255935862","-11.993478255935862","-11.993478255935862","-12.007642806330814","-12.007642806330814","-12.007642806330814","-12.005515158930912","-12.005515158930912","-12.005515158930912","-12.002014981040471","-12.002014981040471","-12.002014981040471","-11.998327822624882","-11.998327822624882","-11.998327822624882"
"131","-11.994353922107551","-11.994353922107551","-11.994353922107551","-12.008101499533351","-12.008101499533351","-12.008101499533351","-12.00654347335236","-12.00654347335236","-12.00654347335236","-11.978334366520748","-11.978334366520748","-11.978334366520748","-11.986250973954986","-11.986250973954986","-11.986250973954986"
"132","-11.992296641386009","-11.992296641386009","-11.992296641386009","-12.008800675597373","-12.008800675597373","-12.008800675597373","-11.99750083005881","-11.99750083005881","-11.99750083005881","-11.997606772410718","-11.997606772410718","-11.997606772410718","-11.993365203277975","-11.993365203277975","-11.993365203277975"
"133","-11.991771673854393","-11.991771673854393","-11.991771673854393","-12.007769017279903","-12.007769017279903","-12.007769017279903","-12.006500437289853","-12.006500437289853","-12.006500437289853","-11.994722426692142","-11.994722426692142","-11.994722426692142","-12.004061348830597","-12.004061348830597","-12.004061348830597"
