gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,result_x,result_y,result_z
-75.60981,13.084722,0.0,7.9969997,13.802708,0.0,8.400000000000006,13.600000000000009,70
74.352905,4.216054,0.0,-98.650475,93.75501,0.0,39.0,80.0,70
-46.905495,-49.133163,0.0,-84.35338,16.562962,0.0,-87.4,-44.599999999999994,70
-47.771507,16.22199,0.0,87.308975,95.48311,0.0,-29.0,77.60000000000002,70
52.31326,25.23691,0.0,90.8592,-84.49189,0.0,74.9,-84.5,70
-54.78566,-44.042778,0.0,-46.561478,33.714485,0.0,-46.5,-23.39999999999999,70
-39.97679,62.45347,0.0,4.099088,-54.90002,0.0,-38.5,24.80000000000001,70
65.573074,76.942116,0.0,23.451614,11.03199,0.0,23.10000000000001,33.400000000000006,70
-86.46554,48.809914,0.0,54.98752,-20.196552,0.0,-91.2,18.5,70
71.32997,15.38421,0.0,58.871334,72.164444,0.0,63.60000000000002,31.700000000000017,70
54.51741,32.57659,0.0,-47.886356,81.2981,0.0,57.80000000000001,85.10000000000002,70
-47.60595,-51.321255,0.0,91.259636,-92.931854,0.0,-27.0,-80.6,70
-35.949337,50.993164,0.0,-36.762756,-50.371685,0.0,-43.0,-5.099999999999994,70
87.97812,86.627495,0.0,2.4178574,97.491745,0.0,45.0,92.70000000000002,70
-76.29261,-79.22654,0.0,61.794132,37.373592,0.0,56.30000000000001,-79.6,70
-96.53725,25.652739,0.0,-61.63659,93.17404,0.0,-82.2,79.80000000000001,70
17.994623,-14.535638,0.0,77.35755,-95.43455,0.0,37.70000000000002,-72.8,70
-20.576641,99.97999,0.0,94.932434,-44.009136,0.0,95.20000000000002,75.70000000000002,70
66.52981,66.156395,0.0,-97.01327,65.48895,0.0,-76.0,52.70000000000002,70
-29.09703,-26.224653,0.0,-36.510345,-64.449936,0.0,-42.8,-45.4,70
-30.354715,38.132492,0.0,-44.570007,-46.516056,0.0,-44.5,40.20000000000002,70
63.214375,46.25393,0.0,-76.936195,36.10681,0.0,52.0,71.80000000000001,70
-3.2629,-38.83246,0.0,0.6700009,91.55134,0.0,23.700000000000003,-32.39999999999999,70
9.850379,82.483955,0.0,97.79352,47.616848,0.0,97.80000000000001,82.5,70
-97.77594,63.495773,0.0,-80.377235,2.1321616,0.0,-94.8,31.900000000000006,70
72.302986,9.313703,0.0,-47.512077,68.12272,0.0,49.80000000000001,62.400000000000006,70
-21.76568,-89.116234,0.0,75.42974,79.551926,0.0,-14.699999999999989,-91.3,70
-81.388245,-68.44792,0.0,40.066498,-42.372517,0.0,-82.0,-63.0,70
90.67771,65.43659,0.0,-37.479877,40.283543,0.0,-37.599999999999994,66.20000000000002,70
72.25571,-88.93582,0.0,58.599796,86.44954,0.0,62.400000000000006,-84.4,70
-78.92184,31.307213,0.0,26.681606,10.058013,0.0,-78.9,24.80000000000001,70
58.61487,4.011583,0.0,-44.66711,71.43412,0.0,84.4,18.5,70
-90.52363,94.215385,0.0,-31.188663,-62.210636,0.0,-94.5,59.0,70
-83.35649,20.73996,0.0,90.64676,-0.67944205,0.0,-79.6,-20.599999999999994,70
49.588463,-97.72121,0.0,-90.41924,16.272243,0.0,-81.1,-74.2,70
-11.603892,-47.095753,0.0,-39.64218,31.801619,0.0,-35.3,-16.89999999999999,70
52.6937,53.52738,0.0,-79.6293,-55.70418,0.0,-79.8,-52.699999999999996,70
-44.20909,-84.97641,0.0,20.873127,-19.433138,0.0,-28.099999999999994,-77.0,70
47.405045,-93.98975,0.0,-92.83266,41.104866,0.0,-79.2,-77.5,70
31.065306,-46.547577,0.0,-80.06844,-1.2192515,0.0,-80.2,-19.5,70
-35.966274,-20.911467,0.0,-33.070225,79.0181,0.0,-48.9,57.0,70
-45.922005,29.844921,0.0,-98.594315,-61.985813,0.0,-54.199999999999996,-35.7,70
95.03546,57.461178,0.0,-80.014275,71.570335,0.0,-80.1,16.200000000000003,70
-78.911934,36.995052,0.0,36.06734,-77.02656,0.0,-79.0,-100.0,70
64.149605,-90.4043,0.0,54.701336,-87.58255,0.0,59.60000000000002,-89.8,70
