gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,gnd3_x,gnd3_y,gnd3_z,gnd4_x,gnd4_y,gnd4_z,result_x,result_y,result_z
-78.87095,-24.994719,0.0,1.8379807,19.257713,0.0,21.572578,-24.240839,0.0,93.73601,15.286946,0.0,39.80000000000001,8.5,50
-67.17892,-48.28109,0.0,45.47255,44.55471,0.0,-52.767887,3.7842155,0.0,-94.636345,15.026772,0.0,-64.0,17.60000000000001,50
18.76353,-66.71217,0.0,-7.103425,-80.03348,0.0,83.868286,14.4396305,0.0,65.61144,-75.87119,0.0,76.60000000000002,-68.4,50
45.440804,89.09331,0.0,-90.285774,48.407555,0.0,89.305046,-6.7020836,0.0,-46.47981,33.185505,0.0,9.600000000000009,97.0,50
64.97881,13.621473,0.0,-98.12191,78.09534,0.0,-60.046696,-25.097393,0.0,-87.577835,-79.34779,0.0,-53.3,20.10000000000001,50
-51.96685,55.927338,0.0,-50.294075,18.033361,0.0,90.0831,-39.547478,0.0,-76.91931,-48.83778,0.0,-57.0,-28.200000000000003,50
-34.10971,26.044285,0.0,-8.946008,-79.66412,0.0,21.883715,-34.23167,0.0,81.73807,-86.190475,0.0,-42.3,-69.6,50
-90.78411,-17.727924,0.0,-88.42645,-63.903244,0.0,52.276157,88.76012,0.0,24.965202,81.65726,0.0,-30.39999999999999,52.30000000000001,50
-60.489925,26.389229,0.0,-68.77769,-26.939,0.0,-80.513565,-43.95792,0.0,-68.97411,4.308808,0.0,-69.7,-10.699999999999989,50
-79.7812,-52.415226,0.0,82.445404,59.03392,0.0,20.931566,-15.805602,0.0,-40.23107,36.822678,0.0,-37.3,61.20000000000002,50
72.75888,27.20586,0.0,50.681232,-60.398773,0.0,-25.807566,-95.11341,0.0,33.357586,92.282715,0.0,100.0,-29.599999999999994,50
-68.88925,-70.64232,0.0,-78.40269,99.0053,0.0,-59.716953,43.468822,0.0,69.126175,-68.49088,0.0,-52.9,-68.5,50
-92.380104,-71.00441,0.0,82.63647,-55.571014,0.0,32.41944,38.31345,0.0,29.065096,10.784208,0.0,60.20000000000002,-67.1,50
